nama_rptra,wilayah,kecamatan,kelurahan,lat,lon,confidence,nominatim_display_name
Meruya Utara,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Utara,-6.2010334,106.7369361,medium - name matched in result,"RPTRA Meruya Utara, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Nusa Indah,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Utara,-6.1958612,106.7425050,"LOW - kelurahan centroid only, not the actual park","Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Kecapi 72,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Utara,-6.1958612,106.7425050,"LOW - kelurahan centroid only, not the actual park","Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Meruya Selatan,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Selatan,-6.2116284,106.7259835,medium - name matched in result,"RPTRA Meruya Selatan, Meruya Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Mahkota,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Selatan,-6.2137521,106.7237766,medium - name matched in result,"RPTRA Mahkota, Meruya Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Menara,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Selatan,-6.2101635,106.7329989,"LOW - kelurahan centroid only, not the actual park","Meruya Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Manuver,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Selatan,-6.2101635,106.7329989,"LOW - kelurahan centroid only, not the actual park","Meruya Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Manunggal,KOTA ADM. JAKARTA BARAT,Kembangan,Meruya Selatan,-6.2101635,106.7329989,"LOW - kelurahan centroid only, not the actual park","Meruya Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Edelweiss Pqt,KOTA ADM. JAKARTA BARAT,Kembangan,Srengseng,-6.2064995,106.7541059,"LOW - kelurahan centroid only, not the actual park","Srengseng, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11630, Indonesia"
Joglo,KOTA ADM. JAKARTA BARAT,Kembangan,Joglo,-6.2225083,106.7349649,medium - name matched in result,"RPTRA Joglo, Joglo, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Ria Damkar Joglo 2,KOTA ADM. JAKARTA BARAT,Kembangan,Joglo,-6.2197819,106.7379350,"LOW - kelurahan centroid only, not the actual park","Joglo, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11640, Indonesia"
Kembangan Selatan,KOTA ADM. JAKARTA BARAT,Kembangan,Kembangan Selatan,-6.1843498,106.7522871,medium - name matched in result,"RPTRA Puri Kembangan Selatan, Kembangan Selatan, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Ceria,KOTA ADM. JAKARTA BARAT,Cengkareng,Cengkareng Barat,-6.1398647,106.7238102,"LOW - kelurahan centroid only, not the actual park","Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Utama,KOTA ADM. JAKARTA BARAT,Cengkareng,Cengkareng Barat,-6.1500653,106.7225520,medium - name matched in result,"RPTRA Utama, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11730, Indonesia"
Sehati,KOTA ADM. JAKARTA BARAT,Cengkareng,Cengkareng Barat,-6.1485274,106.7203215,medium - name matched in result,"RPTRA Sehati, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Serasi,KOTA ADM. JAKARTA BARAT,Cengkareng,Cengkareng Barat,-6.1398647,106.7238102,"LOW - kelurahan centroid only, not the actual park","Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Duri Kosambi,KOTA ADM. JAKARTA BARAT,Cengkareng,Duri Kosambi,-6.1679698,106.7156410,medium - name matched in result,"RPTRA Mawar Duri Kosambi, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Mawar (105),KOTA ADM. JAKARTA BARAT,Cengkareng,Duri Kosambi,-6.1704014,106.7201486,"LOW - kelurahan centroid only, not the actual park","Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Intiland Teduh Rawa Buaya,KOTA ADM. JAKARTA BARAT,Cengkareng,Rawa Buaya,-6.1695108,106.7344945,medium - name matched in result,"RPTRA Intiland Teduh Rawa Buaya, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Cempaka,KOTA ADM. JAKARTA BARAT,Cengkareng,Rawa Buaya,-6.1614173,106.7446647,medium - name matched in result,"RPTRA Cempaka, 2, Gang Haji Mugeni, RW 12, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11740, Indonesia"
Sugriwa,KOTA ADM. JAKARTA BARAT,Cengkareng,Rawa Buaya,-6.1678969,106.7386890,medium - name matched in result,"RPTRA Sugriwa, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Carina Sayang,KOTA ADM. JAKARTA BARAT,Cengkareng,Rawa Buaya,-6.1627437,106.7227543,"LOW - kelurahan centroid only, not the actual park","Rawa Buaya, Jalan Dharma Karya, RW 11, Duri Kosambi, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11850, Indonesia"
Cabe Rawit,KOTA ADM. JAKARTA BARAT,Cengkareng,Rawa Buaya,-6.1619291,106.7418119,medium - name matched in result,"RPTRA Cabe Rawit, Jalan Cabe Rawit, RW 06, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11740, Indonesia"
Tawang Mangu Indah,KOTA ADM. JAKARTA BARAT,Cengkareng,Kedaung Kaliangke,-6.1435890,106.7508683,"LOW - kelurahan centroid only, not the actual park","SD Negeri Kedaung Kaliangke 14 Pagi, Jalan Mustika, RW 07, Kedaung Kali Angke, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11720, Indonesia"
Krendang,KOTA ADM. JAKARTA BARAT,Cengkareng,Krendang,,,FAILED,
Melati Indah,KOTA ADM. JAKARTA BARAT,Cengkareng,Kapuk,-6.1492351,106.7456368,medium - name matched in result,"RPTRA Melati Indah, Kapuk, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Taman Pedongkelan,KOTA ADM. JAKARTA BARAT,Cengkareng,Kapuk,-6.1391425,106.7522077,"LOW - kelurahan centroid only, not the actual park","Kapuk, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11720, Indonesia"
Cengkareng Timur Berseri,KOTA ADM. JAKARTA BARAT,Cengkareng,Cengkareng Timur,-6.1238809,106.7309291,"LOW - name not found in matched address, verify manually","RPTRA Berseri Cengkareng Timur, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Puspa Indah,KOTA ADM. JAKARTA BARAT,Cengkareng,Cengkareng Timur,-6.1409572,106.7353678,"LOW - kelurahan centroid only, not the actual park","Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Rambutan,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,Tanjung Duren Utara,-6.1752747,106.7818107,medium - name matched in result,"RPTRA Rambutan, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Taman Apel,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,Tanjung Duren Utara,-6.1717858,106.7842172,medium - name matched in result,"RPTRA Taman Apel, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11470, Indonesia"
Mandala,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,Tomang,-6.1716384,106.7968992,"LOW - kelurahan centroid only, not the actual park","Tomang, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11440, Indonesia"
Satria Jelambar,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,Jelambar,-6.1593443,106.7861493,"LOW - kelurahan centroid only, not the actual park","Jelambar, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Amanah Bunda,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,Tanjung Duren Selatan,-6.1795103,106.7886838,"LOW - kelurahan centroid only, not the actual park","Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Duta Mas,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,Jelambar Baru,-6.1475873,106.7815404,medium - name matched in result,"RPTRA Duta Mas, Jelambar Baru, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Wijaya Kusuma,KOTA ADM. JAKARTA BARAT,Grogol Petamburan,Wijaya Kusuma,-6.1543853,106.7758370,"LOW - kelurahan centroid only, not the actual park","Wijaya Kusuma, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11460, Indonesia"
Teratai,KOTA ADM. JAKARTA SELATAN,Tebet,Tebet Timur,-6.2352786,106.8531871,medium - name matched in result,"RPTRA Teratai, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Taman Mandala,KOTA ADM. JAKARTA SELATAN,Tebet,Tebet Timur,-6.2328614,106.8549546,"LOW - kelurahan centroid only, not the actual park","Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia"
Akasia,KOTA ADM. JAKARTA SELATAN,Tebet,Tebet Barat,-6.2330776,106.8509974,medium - name matched in result,"RPTRA Akasia, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Rasamala,KOTA ADM. JAKARTA SELATAN,Tebet,Menteng Dalam,-6.2338072,106.8367068,medium - name matched in result,"RPTRA Rasamala Alam Sutera, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Flamboyan,KOTA ADM. JAKARTA SELATAN,Tebet,Menteng Dalam,-6.2283150,106.8402717,medium - name matched in result,"RPTRA Flamboyan, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Pesona Manggarai,KOTA ADM. JAKARTA SELATAN,Tebet,Manggarai,-6.2131051,106.8528469,medium - name matched in result,"Sbr. RPTRA Pesona Manggarai, Jalan Manggarai Utara I, RW 01, Manggarai, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12850, Indonesia"
Saharjo Mentas,KOTA ADM. JAKARTA SELATAN,Setiabudi,Menteng Atas,-6.2191967,106.8451763,medium - name matched in result,"RPTRA Saharjo Mentas, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Taman Batu,KOTA ADM. JAKARTA SELATAN,Setiabudi,Menteng Atas,-6.2176580,106.8405069,"LOW - kelurahan centroid only, not the actual park","Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12960, Indonesia"
Kebon Sawo,KOTA ADM. JAKARTA SELATAN,Setiabudi,Menteng Atas,-6.2176580,106.8405069,"LOW - kelurahan centroid only, not the actual park","Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12960, Indonesia"
Ramah Lingkungan,KOTA ADM. JAKARTA SELATAN,Mampang Prapatan,Mampang Prapatan,-6.2426756,106.8286635,"LOW - kelurahan centroid only, not the actual park","Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Belimbing,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,Pasar Minggu,-6.2826199,106.8408888,medium - name matched in result,"RPTRA Belimbing, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Seruni,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,Jati Padang,-6.2893123,106.8314320,medium - name matched in result,"RPTRA Seruni Saibun, Jati Padang, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Asoka,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,Jati Padang,-6.2872405,106.8305449,"LOW - kelurahan centroid only, not the actual park","Jati Padang, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12540, Indonesia"
KKO,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,Cilandak Timur,-6.2894658,106.8124767,"LOW - kelurahan centroid only, not the actual park","Cilandak Timur, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12560, Indonesia"
Kemuning,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,Pejaten Timur,-6.2800644,106.8457194,medium - name matched in result,"RPTRA Kemuning, Pejaten Timur, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Malinjo,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,Pejaten Barat,-6.2790203,106.8361046,medium - name matched in result,"RPTRA Malinjo, Pejaten Barat, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Kayumas,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,Pulo Gadung,-6.1825476,106.9016345,"LOW - kelurahan centroid only, not the actual park","Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13260, Indonesia"
Jaka Teratai,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,Jatinegara Kaum,-6.2011300,106.9027609,"LOW - kelurahan centroid only, not the actual park","Jatinegara Kaum, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Jaka Berseri,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,Jatinegara Kaum,-6.2011300,106.9027609,"LOW - kelurahan centroid only, not the actual park","Jatinegara Kaum, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Beringin Indah,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,Rawamangun,-6.1980645,106.8816303,medium - name matched in result,"RPTRA Beringin Indah, Rawamangun, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Jati Bersinar,KOTA ADM. JAKARTA TIMUR,Pulo Gadung,Jati,-6.1920892,106.8979445,"LOW - kelurahan centroid only, not the actual park","Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13250, Indonesia"
Permata Intan,KOTA ADM. JAKARTA TIMUR,Jatinegara,Bidara Cina,-6.2330194,106.8664693,"LOW - kelurahan centroid only, not the actual park","Bidara Cina, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13330, Indonesia"
Rusunami Beriman,KOTA ADM. JAKARTA TIMUR,Jatinegara,Bidara Cina,-6.2330194,106.8664693,"LOW - kelurahan centroid only, not the actual park","Bidara Cina, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13330, Indonesia"
Citra Permata,KOTA ADM. JAKARTA TIMUR,Jatinegara,Rawa Bunga,-6.2216399,106.8702976,medium - name matched in result,"RPTRA Citra Permata, Rawa Bunga, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Wangi Cempedak,KOTA ADM. JAKARTA TIMUR,Jatinegara,Cipinang Cempedak,-6.2411419,106.8740257,medium - name matched in result,"RPTRA Wangi Cempedak, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
CBS Bahagia,KOTA ADM. JAKARTA TIMUR,Jatinegara,Cipinang Besar Selatan,-6.2290933,106.8800948,"LOW - kelurahan centroid only, not the actual park","Cipinang Besar Selatan, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13410, Indonesia"
Cibesut,KOTA ADM. JAKARTA TIMUR,Jatinegara,Cipinang Besar Utara,-6.2179227,106.8806713,"LOW - kelurahan centroid only, not the actual park","Cipinang Besar Utara, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Mustika,KOTA ADM. JAKARTA TIMUR,Kramat Jati,Kramat Jati,-6.2782405,106.8720455,medium - name matched in result,"RPTRA Mustika Kelurahan Kramatjati, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Dahlia,KOTA ADM. JAKARTA TIMUR,Kramat Jati,Tengah,-6.2849893,106.8660520,medium - name matched in result,"RPTRA Dahlia, Tengah, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Udara Segar 126,KOTA ADM. JAKARTA TIMUR,Kramat Jati,Batu Ampar,-6.2827098,106.8636322,medium - name matched in result,"RPTRA Udara Segar 126, Batu Ampar, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Muara Condet,KOTA ADM. JAKARTA TIMUR,Kramat Jati,Batu Ampar,-6.2773063,106.8582081,medium - name matched in result,"RPTRA Muara Condet, Batu Ampar, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Cililitan,KOTA ADM. JAKARTA TIMUR,Kramat Jati,Cililitan,-6.2661278,106.8563799,medium - name matched in result,"RPTRA Cililitan, Cililitan, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Gedong Trikora,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,Gedong,-6.3010556,106.8662794,medium - name matched in result,"RPTRA Gedong Trikora, Gedong, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Kopi Gandaria,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,Pekayon,-6.3482557,106.8612616,medium - name matched in result,"RPTRA Kopi Gandaria, Pekayon, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Kaca Piring,KOTA ADM. JAKARTA TIMUR,Pasar Rebo,Pekayon,-6.3408956,106.8626584,medium - name matched in result,"RPTRA Kaca Piring, Pekayon, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Jatinegara,KOTA ADM. JAKARTA TIMUR,Cakung,Jatinegara,-6.1981912,106.9235382,medium - name matched in result,"RPTRA Jatinegara, Jatinegara, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Penggilingan,KOTA ADM. JAKARTA TIMUR,Cakung,Penggilingan,-6.1947595,106.9403086,medium - name matched in result,"RPTRA Penggilingan, Penggilingan, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Citra Bangsa,KOTA ADM. JAKARTA TIMUR,Cakung,Penggilingan,-6.2050399,106.9358877,"LOW - kelurahan centroid only, not the actual park","Penggilingan, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13940, Indonesia"
Pulo Indah,KOTA ADM. JAKARTA TIMUR,Cakung,Penggilingan,-6.2050399,106.9358877,"LOW - kelurahan centroid only, not the actual park","Penggilingan, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13940, Indonesia"
Komarudin,KOTA ADM. JAKARTA TIMUR,Cakung,Penggilingan,-6.2050399,106.9358877,"LOW - kelurahan centroid only, not the actual park","Penggilingan, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13940, Indonesia"
Caktim Tersenyum,KOTA ADM. JAKARTA TIMUR,Cakung,Cakung Timur,-6.1728853,106.9567190,"LOW - kelurahan centroid only, not the actual park","Cakung Timur, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13910, Indonesia"
Pulo Gebang Indah,KOTA ADM. JAKARTA TIMUR,Cakung,Pulo Gebang,-6.2051221,106.9522403,"LOW - kelurahan centroid only, not the actual park","Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Pulo Gebang Permai,KOTA ADM. JAKARTA TIMUR,Cakung,Pulo Gebang,-6.1974843,106.9493633,medium - name matched in result,"RPTRA Pulo Gebang Permai, Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Cahaya Ujung Krawang,KOTA ADM. JAKARTA TIMUR,Cakung,Pulo Gebang,-6.1934768,106.9423426,medium - name matched in result,"RPTRA Cahaya Ujung Krawang, Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Damai Indah Rawabebek,KOTA ADM. JAKARTA TIMUR,Cakung,Pulo Gebang,-6.2051221,106.9522403,"LOW - kelurahan centroid only, not the actual park","Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Kenanga Berseri,KOTA ADM. JAKARTA TIMUR,Cakung,Ujung Menteng,-6.1796771,106.9630046,medium - name matched in result,"RPTRA Kenanga Berseri, Ujung Menteng, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Sangkuriang,KOTA ADM. JAKARTA TIMUR,Cakung,Ujung Menteng,-6.1834535,106.9648598,"LOW - kelurahan centroid only, not the actual park","Ujung Menteng, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13960, Indonesia"
Menteng Asri,KOTA ADM. JAKARTA TIMUR,Cakung,Ujung Menteng,-6.1834535,106.9648598,"LOW - kelurahan centroid only, not the actual park","Ujung Menteng, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13960, Indonesia"
Griya Tipar,KOTA ADM. JAKARTA TIMUR,Cakung,Cakung Barat,-6.1733690,106.9358048,"LOW - kelurahan centroid only, not the actual park","Cakung Barat, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Cempaka Sari,KOTA ADM. JAKARTA TIMUR,Cakung,Cakung Barat,-6.1733690,106.9358048,"LOW - kelurahan centroid only, not the actual park","Cakung Barat, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Albo Lestari,KOTA ADM. JAKARTA TIMUR,Cakung,Cakung Barat,-6.1733690,106.9358048,"LOW - kelurahan centroid only, not the actual park","Cakung Barat, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Pool Asri,KOTA ADM. JAKARTA TIMUR,Cakung,Cakung Barat,-6.1733690,106.9358048,"LOW - kelurahan centroid only, not the actual park","Cakung Barat, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Ratu Karensa Indah,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Duren Sawit,-6.2359920,106.9166626,"LOW - kelurahan centroid only, not the actual park","Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Dursa Bersatu,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Duren Sawit,-6.2359920,106.9166626,"LOW - kelurahan centroid only, not the actual park","Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Pondok Bambu Berseri,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Pondok Bambu,-6.2353305,106.9014511,"LOW - kelurahan centroid only, not the actual park","Pondok Bambu, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13430, Indonesia"
Ikapola,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Pondok Kelapa,-6.2472203,106.9348763,medium - name matched in result,"RPTRA Ikapola, Pondok Kelapa, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
DKI Berseri,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Pondok Kelapa,-6.2401411,106.9384562,medium - name matched in result,"RPTRA DKI Berseri, Pondok Kelapa, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Pondok Kelapa Berseri,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Pondok Kelapa,-6.2422972,106.9333134,"LOW - kelurahan centroid only, not the actual park","Pondok Kelapa, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Malaka Sari,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Malaka Sari,-6.2210425,106.9258534,medium - name matched in result,"RPTRA Malaka Sari, Malaka Sari, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Bunga Rampai,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Malaka Jaya,-6.2239730,106.9362377,"LOW - kelurahan centroid only, not the actual park","Malaka Jaya, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Rawajaya,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Pondok Kopi,-6.2176591,106.9401833,"LOW - kelurahan centroid only, not the actual park","Klender Baru, Jalan I Gusti Ngurah Rai, RW 04, Penggilingan, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 10710, Indonesia"
Arabika,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Pondok Kopi,-6.2294958,106.9455521,medium - name matched in result,"RPTRA Arabika, Pondok Kopi, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Pesona,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Pondok Kopi,-6.2176591,106.9401833,"LOW - kelurahan centroid only, not the actual park","Klender Baru, Jalan I Gusti Ngurah Rai, RW 04, Penggilingan, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 10710, Indonesia"
Vlaboean,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Klender,-6.2133188,106.8994133,"LOW - kelurahan centroid only, not the actual park","Klender, Jalan I Gusti Ngurah Rai, RW 02, Klender, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13470, Indonesia"
Kampung Pulo Asri,KOTA ADM. JAKARTA TIMUR,Makasar,Pinang Ranti,-6.2780908,106.8841567,medium - name matched in result,"RPTRA Kampung Pulo Asri, Pinang Ranti, Makasar, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
Kebon Pala Berseri,KOTA ADM. JAKARTA TIMUR,Makasar,Kebon Pala,-6.2630123,106.8810313,medium - name matched in result,"RPTRA Kebon Pala Berseri, Kebon Pala, Makasar, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, Indonesia"
